"Table_Number","Year","Measure","Age","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","40.1","50.1","62.8","28.8","45.3","52.8","38.7","35.8","46.6"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","447","522","226","205","155","48","31","16","1649"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","259","385","269","305","158","25","27","32","1460"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4138","4114","4151","1455","1295","392","251","202","15997"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","122","723","138","3178","1300","513","0","38","6012"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","28","0","1","0","141","0","0","0","170"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","150","723","139","3178","1441","513","0","38","6182"
"11A.8","2015-16","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","256","357","156","1669","44","42","0","96","2620"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","218","61","175","102","53","19","14","8","650"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","395","378","21","123","35","17","0","25","994"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","2794","2566","2902","621","727","229","140","67","10045"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","62","15","0","1","55","1","0","0","134"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","340","71","442","86","101","26","25","21","1112"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3809","3092","3540","932","970","292","179","121","12935"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","85.0","76.7","87.9","67.0","76.0","79.4","74.5","75.2","81.0"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","5.2","6.4","0.4","4.9","2.1","3.3","0","10.3","4.2"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","36.9","43.1","61.1","24.6","42.9","44.5","35.6","27.6","42.5"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","42.2","49.4","61.6","29.4","45.0","47.8","35.6","37.9","46.7"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","411","513","223","180","153","52","34","19","1586"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","261","425","266","279","152","23","27","21","1455"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4481","4030","4029","1392","1276","367","240","161","15976"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","122","905","176","2968","1251","568","0","0","5990"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","28","0","1","na","192","na","0","0","221"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","150","905","177","2968","1443","568","0","0","6211"
"11A.8","2014-15","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","256","404","171","200","44","47","0","0","1122"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","209","60","172","74","46","19","9","8","598"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","472","398","105","181","54","34","10","23","1277"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","2714","2527","2690","552","715","221","146","66","9631"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","53","12","0","1","44","2","0","0","112"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","307","66","448","81","95","26","23","22","1068"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","3754","3064","3415","889","954","302","189","119","12686"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","85.7","79.1","88.0","67.1","75.8","79.3","76.8","74.8","81.8"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Students and base level ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","6.3","6.8","2.2","7.2","3.2","6.6","2.6","9.5","5.5"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Qualified ambulance officers","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","36.4","43.3","57.4","22.1","42.6","43.0","37.9","27.2","41.3"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Per 100 000 population","Total","","Derived from CAA (unpublished); ABS Quarterly Population Estimates (ERP)","rate","42.7","50.2","59.7","29.3","45.8","49.7","40.5","36.7","46.8"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","382","412","214","165","159","43","36","19","1429"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","245","396","253","271","146","36","22","21","1389"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Total","","","","Derived from CAA (unpublished)","no.","4382","3872","3882","1324","1259","381","246","159","15503"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Volunteers","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","109","674","122","3050","1283","511","0","0","5749"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Volunteers","Operational / corporate support","","","","CAA (unpublished)","no.","35","0","0","0","188","0","0","0","223"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Volunteers","Total","","","","Derived from CAA (unpublished)","no.","144","674","122","3050","1471","511","0","0","5972"
"11A.8","2013-14","Human resources","All ages","All areas","","Human resources","Community first responders","","","","","CAA (unpublished)","no.","241","422","201","1502","45","45","0","0","2456"
"11A.8","2012-13","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","226","59","179","83","57","19","11","7","642"
"11A.8","2012-13","Human resources","All ages","All areas","","Human resources","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","518","345","234","220","53","31","28","46","1475"
